symbol,signal_date,entry_date,entry_price,exit_date,exit_price,outcome,return_pct,rs_rating,rs_score,holding_days,year,rs_bucket
BAHL,2023-10-26,2023-10-27,64.7,2023-11-01,69.876,tp,8.0,86.6,9.89,5,2023,80-90
BAHL,2023-11-13,2023-11-14,69.0,2023-11-16,66.24,sl,-4.0,82.2,4.23,2,2023,80-90
BAHL,2023-11-22,2023-11-23,71.01,2023-12-04,76.6908,tp,8.0,80.4,6.97,11,2023,80-90
BAHL,2023-12-06,2023-12-07,77.0,2023-12-08,83.16,tp,8.0,80.1,7.65,1,2023,80-90
BAHL,2023-12-28,2023-12-29,83.85,2024-01-01,80.496,sl,-4.0,88.2,25.12,3,2023,80-90
BAHL,2024-01-22,2024-01-23,85.21,2024-02-06,87.71,time,2.9339,85.8,14.71,14,2024,80-90
BAHL,2024-03-01,2024-03-04,85.0,2024-03-14,81.6,sl,-4.0,84.1,9.59,10,2024,80-90
BAHL,2024-04-16,2024-04-17,90.47,2024-04-26,97.7076,tp,8.0,91.7,25.77,9,2024,90-95
BAHL,2024-05-03,2024-05-06,102.0,2024-05-08,97.92,sl,-4.0,90.6,21.62,2,2024,90-95
BAHL,2024-05-15,2024-05-16,102.25,2024-05-31,98.16,sl,-4.0,88.0,20.6,15,2024,80-90
BAHL,2024-06-13,2024-06-14,100.05,2024-06-20,108.054,tp,8.0,88.8,27.74,6,2024,80-90
BAHL,2024-07-02,2024-07-03,113.65,2024-07-18,115.99,time,2.059,90.6,45.34,15,2024,90-95
BAHL,2024-10-23,2024-10-24,108.48,2024-11-06,106.0,time,-2.2861,80.5,10.84,13,2024,80-90
BAHL,2024-11-27,2024-11-28,137.0,2024-11-29,131.52,sl,-4.0,80.9,14.73,1,2024,80-90
BAPL,2022-09-06,2022-09-07,14.0,2022-09-08,13.44,sl,-4.0,80.4,4.9,1,2022,80-90
BAPL,2022-09-09,2022-09-12,16.05,2022-09-13,15.408,sl,-4.0,93.2,24.87,1,2022,90-95
BAPL,2024-04-22,2024-04-23,18.26,2024-04-25,17.5296,sl,-4.0,87.5,23.61,2,2024,80-90
BAPL,2024-05-09,2024-05-10,19.57,2024-05-14,21.1356,tp,8.0,90.0,29.13,4,2024,80-90
BAPL,2024-05-16,2024-05-17,26.4,2024-05-21,25.344,sl,-4.0,95.0,88.35,4,2024,90-95
BAPL,2024-05-29,2024-05-30,31.5,2024-05-31,34.02,tp,8.0,97.7,127.22,1,2024,95-100
BAPL,2024-06-03,2024-06-04,39.81,2024-06-05,38.2176,sl,-4.0,98.1,171.81,1,2024,95-100
BAPL,2024-06-13,2024-06-14,38.37,2024-06-20,41.4396,tp,8.0,98.9,156.6,6,2024,95-100
BAPL,2024-06-24,2024-06-25,43.0,2024-06-26,41.28,sl,-4.0,99.3,224.95,1,2024,95-100
BAPL,2024-12-23,2024-12-24,41.38,2024-12-26,39.7248,sl,-4.0,88.8,45.46,2,2024,80-90
BAPL,2025-04-15,2025-04-16,35.0,2025-04-17,33.6,sl,-4.0,83.8,20.1,1,2025,80-90
BAPL,2025-05-14,2025-05-15,40.15,2025-05-16,43.362,tp,8.0,87.2,30.16,1,2025,80-90
BAPL,2025-05-19,2025-05-20,48.45,2025-05-21,46.512,sl,-4.0,95.2,74.74,1,2025,95-100
BAPL,2025-05-22,2025-05-23,54.48,2025-05-26,52.3008,sl,-4.0,91.9,53.19,3,2025,90-95
BAPL,2025-05-29,2025-05-30,58.01,2025-06-02,55.6896,sl,-4.0,93.5,76.48,3,2025,90-95
BCL,2021-06-16,2021-06-17,120.0,2021-06-18,129.6,tp,8.0,86.8,66.96,1,2021,80-90
BCL,2021-07-12,2021-07-13,153.24,2021-07-16,165.4992,tp,8.0,88.2,83.63,3,2021,80-90
BCL,2023-11-23,2023-11-24,54.5,2023-11-27,52.32,sl,-4.0,83.9,12.1,3,2023,80-90
BCL,2023-12-01,2023-12-04,55.45,2023-12-05,59.886,tp,8.0,83.3,13.16,1,2023,80-90
BCL,2024-03-06,2024-03-07,61.88,2024-03-08,66.8304,tp,8.0,87.6,17.83,1,2024,80-90
BCL,2024-03-11,2024-03-12,77.0,2024-03-13,73.92,sl,-4.0,94.0,54.46,1,2024,90-95
BCL,2024-03-18,2024-03-19,92.7,2024-03-20,100.116,tp,8.0,97.0,112.05,1,2024,95-100
BCL,2024-03-25,2024-03-26,106.0,2024-03-27,114.48,tp,8.0,97.5,133.33,1,2024,95-100
BCL,2024-04-18,2024-04-19,134.99,2024-04-22,145.7892,tp,8.0,98.4,190.62,3,2024,95-100
BCL,2024-05-10,2024-05-13,172.7,2024-05-14,165.792,sl,-4.0,99.2,264.09,1,2024,95-100
BCL,2024-12-03,2024-12-04,140.0,2024-12-05,151.2,tp,8.0,84.4,23.43,1,2024,80-90
BECO,2021-04-27,2021-04-28,22.0,2021-04-29,21.12,sl,-4.0,99.0,325.59,1,2021,95-100
BECO,2021-05-21,2021-05-24,22.0,2021-05-26,21.12,sl,-4.0,99.1,257.56,2,2021,95-100
BECO,2022-02-03,2022-02-04,24.85,2022-02-07,23.856,sl,-4.0,98.3,53.04,3,2022,95-100
BECO,2025-04-21,2025-04-22,10.15,2025-04-23,10.962,tp,8.0,82.3,22.91,1,2025,80-90
BECO,2025-06-12,2025-06-13,13.06,2025-06-16,14.1048,tp,8.0,87.0,42.09,3,2025,80-90
BECO,2025-06-30,2025-07-01,19.97,2025-07-02,21.5676,tp,8.0,94.7,105.63,1,2025,90-95
BECO,2025-07-04,2025-07-07,28.0,2025-07-08,26.88,sl,-4.0,98.1,225.65,1,2025,95-100
BECO,2025-09-22,2025-09-23,31.7,2025-09-24,34.236,tp,8.0,97.9,219.94,1,2025,95-100
BELA,2025-03-24,2025-03-25,196.5,2025-03-26,188.64,sl,-4.0,91.8,47.37,1,2025,90-95
BERG,2022-04-19,2022-04-20,97.49,2022-04-21,93.5904,sl,-4.0,83.7,11.3,1,2022,80-90
BFMOD,2025-07-16,2025-07-17,12.21,2025-07-18,11.7216,sl,-4.0,83.0,39.48,1,2025,80-90
BFMOD,2025-08-08,2025-08-11,13.63,2025-08-12,14.7204,tp,8.0,88.0,48.4,1,2025,80-90
BFMOD,2025-10-17,2025-10-20,18.85,2025-10-21,20.358,tp,8.0,86.5,57.65,1,2025,80-90
BFMOD,2025-11-14,2025-11-17,21.38,2025-11-18,23.0904,tp,8.0,90.7,87.76,1,2025,90-95
BFMOD,2025-11-19,2025-11-20,30.5,2025-11-21,29.28,sl,-4.0,95.1,161.05,1,2025,95-100
BGL,2021-04-16,2021-04-19,12.05,2021-04-20,13.014,tp,8.0,95.5,108.7,1,2021,95-100
BGL,2021-04-21,2021-04-22,13.0,2021-04-23,14.04,tp,8.0,97.0,109.1,1,2021,95-100
BGL,2021-05-19,2021-05-20,15.65,2021-05-21,15.024,sl,-4.0,97.2,153.37,1,2021,95-100
BGL,2021-06-04,2021-06-07,16.0,2021-06-08,15.36,sl,-4.0,93.8,121.39,1,2021,90-95
BGL,2021-06-18,2021-06-21,15.9,2021-06-22,15.264,sl,-4.0,93.0,120.5,1,2021,90-95
BGL,2022-12-01,2022-12-02,9.8,2022-12-05,10.584,tp,8.0,93.9,21.37,3,2022,90-95
BGL,2023-03-21,2023-03-22,13.67,2023-03-24,13.1232,sl,-4.0,97.8,61.47,2,2023,95-100
BGL,2024-05-10,2024-05-13,16.6,2024-05-14,15.936,sl,-4.0,86.3,19.01,1,2024,80-90
BGL,2024-05-15,2024-05-16,16.35,2024-05-17,15.696,sl,-4.0,86.1,18.48,1,2024,80-90
BHAT,2023-05-30,2023-05-31,1200.0,2023-06-08,1296.0,tp,8.0,92.4,23.95,8,2023,90-95
BIFO,2023-05-10,2023-05-11,70.0,2023-05-12,67.2,sl,-4.0,88.1,8.98,1,2023,80-90
BIFO,2023-05-30,2023-05-31,72.0,2023-06-01,69.12,sl,-4.0,85.7,8.63,1,2023,80-90
BIFO,2023-10-26,2023-10-27,82.41,2023-10-30,79.1136,sl,-4.0,85.8,8.74,3,2023,80-90
BIFO,2023-11-10,2023-11-13,101.44,2023-11-14,97.3824,sl,-4.0,91.4,19.08,1,2023,90-95
BIFO,2023-11-20,2023-11-21,116.97,2023-11-23,126.3276,tp,8.0,95.7,55.0,2,2023,95-100
BIFO,2023-11-24,2023-11-27,133.0,2023-11-28,127.68,sl,-4.0,96.5,70.24,1,2023,95-100
BIFO,2023-12-01,2023-12-04,135.02,2023-12-05,145.8216,tp,8.0,96.6,69.04,1,2023,95-100
BIFO,2024-09-06,2024-09-09,139.0,2024-09-10,133.44,sl,-4.0,86.6,28.52,1,2024,80-90
BIFO,2024-09-12,2024-09-13,136.0,2024-09-16,130.56,sl,-4.0,88.5,35.94,3,2024,80-90
BIFO,2024-11-26,2024-11-27,172.0,2024-11-28,165.12,sl,-4.0,84.4,20.94,1,2024,80-90
BIFO,2024-12-16,2024-12-17,212.0,2024-12-18,203.52,sl,-4.0,82.0,12.56,1,2024,80-90
BIFO,2025-01-02,2025-01-03,219.0,2025-01-07,210.24,sl,-4.0,85.9,28.27,4,2025,80-90
BILF,2025-04-21,2025-04-22,22.0,2025-04-23,23.76,tp,8.0,98.9,212.3,1,2025,95-100
BILF,2025-08-06,2025-08-07,25.12,2025-08-08,24.1152,sl,-4.0,98.6,336.08,1,2025,95-100
BILF,2025-09-12,2025-09-15,26.65,2025-09-17,28.782,tp,8.0,81.9,31.46,2,2025,80-90
BILF,2025-09-24,2025-09-25,40.75,2025-09-26,39.12,sl,-4.0,85.1,51.57,1,2025,80-90
BILF,2025-09-29,2025-09-30,47.5,2025-10-01,45.6,sl,-4.0,91.9,90.63,1,2025,90-95
BIPL,2021-11-03,2021-11-04,14.0,2021-11-16,13.44,sl,-4.0,84.0,19.69,12,2021,80-90
BIPL,2021-11-18,2021-11-19,14.79,2021-11-25,14.1984,sl,-4.0,91.7,35.04,6,2021,90-95
BIPL,2022-11-22,2022-11-23,14.65,2022-12-06,14.35,time,-2.0478,90.2,19.41,13,2022,90-95
BIPL,2023-05-19,2023-05-22,15.75,2023-05-29,15.12,sl,-4.0,91.6,22.77,7,2023,90-95
BIPL,2023-06-07,2023-06-08,16.69,2023-06-12,16.0224,sl,-4.0,92.1,25.06,4,2023,90-95
BIPL,2023-06-14,2023-06-15,16.94,2023-06-21,16.2624,sl,-4.0,95.1,33.49,6,2023,95-100
BIPL,2023-06-27,2023-07-03,18.99,2023-07-10,18.2304,sl,-4.0,98.2,49.3,7,2023,95-100
BIPL,2023-07-12,2023-07-13,18.54,2023-07-14,17.7984,sl,-4.0,96.8,39.68,1,2023,95-100
BIPL,2023-10-20,2023-10-23,18.24,2023-10-25,19.6992,tp,8.0,94.6,31.05,2,2023,90-95
BIPL,2023-11-23,2023-11-24,22.26,2023-11-27,21.3696,sl,-4.0,85.1,12.91,3,2023,80-90
BIPL,2024-01-16,2024-01-17,26.0,2024-01-18,24.96,sl,-4.0,91.2,27.06,1,2024,90-95
BIPL,2024-04-22,2024-04-23,25.4,2024-04-24,24.384,sl,-4.0,90.5,31.2,1,2024,90-95
BML,2025-06-24,2025-06-25,4.09,2025-06-26,4.4172,tp,8.0,85.4,40.48,1,2025,80-90
BML,2025-07-03,2025-07-04,5.25,2025-07-07,5.04,sl,-4.0,92.0,75.63,3,2025,90-95
BML,2025-07-25,2025-07-28,5.35,2025-07-29,5.136,sl,-4.0,87.6,59.31,1,2025,80-90
BML,2025-09-05,2025-09-08,6.23,2025-09-09,6.7284,tp,8.0,89.6,68.52,1,2025,80-90
BML,2025-09-18,2025-09-19,7.2,2025-09-22,7.776,tp,8.0,91.3,83.68,3,2025,90-95
BML,2025-10-02,2025-10-03,8.29,2025-10-06,7.9584,sl,-4.0,94.1,116.16,3,2025,90-95
BML,2025-10-16,2025-10-17,8.0,2025-10-20,7.68,sl,-4.0,93.4,111.81,3,2025,90-95
BNL,2025-03-21,2025-03-24,25.0,2025-03-25,24.0,sl,-4.0,85.8,20.78,1,2025,80-90
BNL,2025-04-18,2025-04-21,28.5,2025-04-22,27.36,sl,-4.0,91.6,57.07,1,2025,90-95
BNL,2025-04-25,2025-04-28,34.79,2025-04-29,33.3984,sl,-4.0,96.7,101.78,1,2025,95-100
BNL,2025-05-16,2025-05-19,30.52,2025-05-20,32.9616,tp,8.0,95.2,81.53,1,2025,95-100
BNL,2025-06-12,2025-06-13,48.53,2025-06-16,52.4124,tp,8.0,97.0,179.45,3,2025,95-100
BNL,2025-06-17,2025-06-18,56.0,2025-06-19,60.48,tp,8.0,97.3,233.98,1,2025,95-100
BNL,2025-06-24,2025-06-25,73.71,2025-06-26,79.6068,tp,8.0,98.8,288.93,1,2025,95-100
BNL,2025-07-18,2025-07-21,110.0,2025-07-22,105.6,sl,-4.0,99.5,613.54,1,2025,95-100
BNL,2025-08-07,2025-08-08,138.44,2025-08-12,149.5152,tp,8.0,99.8,607.63,4,2025,95-100
BNL,2025-09-15,2025-09-16,150.0,2025-09-17,162.0,tp,8.0,99.5,664.35,1,2025,95-100
BNWM,2025-06-16,2025-06-17,55.0,2025-06-18,59.4,tp,8.0,82.5,36.28,1,2025,80-90
BNWM,2025-06-24,2025-06-25,69.0,2025-06-26,74.52,tp,8.0,94.4,83.4,1,2025,90-95
BNWM,2025-06-27,2025-06-30,80.99,2025-07-01,87.4692,tp,8.0,96.2,127.92,1,2025,95-100
BNWM,2025-07-15,2025-07-16,109.1,2025-07-17,104.736,sl,-4.0,97.3,199.14,1,2025,95-100
BNWM,2025-12-03,2025-12-04,77.0,2025-12-05,73.92,sl,-4.0,81.7,34.2,1,2025,80-90
BOK,2023-02-27,2023-02-28,14.4,2023-03-01,13.824,sl,-4.0,80.7,2.27,1,2023,80-90
BOK,2025-08-28,2025-08-29,27.44,2025-09-01,26.3424,sl,-4.0,84.5,35.06,3,2025,80-90
BOK,2025-09-18,2025-09-19,31.58,2025-09-22,34.1064,tp,8.0,86.7,46.67,3,2025,80-90
BOK,2025-09-26,2025-09-29,34.66,2025-10-01,33.2736,sl,-4.0,90.0,73.62,2,2025,80-90
BOK,2025-10-02,2025-10-03,38.04,2025-10-06,36.5184,sl,-4.0,91.1,78.95,3,2025,90-95
BOP,2023-12-14,2023-12-15,7.19,2023-12-18,7.7652,tp,8.0,85.3,16.13,3,2023,80-90
BOP,2024-11-27,2024-11-28,8.25,2024-11-29,8.91,tp,8.0,82.7,18.88,1,2024,80-90
BOP,2024-12-05,2024-12-06,10.34,2024-12-10,9.9264,sl,-4.0,89.2,42.87,4,2024,80-90
BOP,2024-12-30,2024-12-31,10.49,2025-01-09,10.0704,sl,-4.0,83.8,22.56,9,2024,80-90
BOP,2025-02-11,2025-02-12,11.06,2025-02-13,11.9448,tp,8.0,84.6,26.06,1,2025,80-90
BOP,2025-03-13,2025-03-14,13.55,2025-03-17,13.008,sl,-4.0,93.3,60.22,3,2025,90-95
BOP,2025-07-10,2025-07-11,13.1,2025-07-21,12.576,sl,-4.0,80.5,34.63,10,2025,80-90
BOP,2025-08-06,2025-08-07,14.35,2025-08-21,14.62,time,1.8815,87.7,46.81,14,2025,80-90
BOP,2025-08-29,2025-09-01,16.58,2025-09-02,17.9064,tp,8.0,85.3,39.78,1,2025,80-90
BOP,2025-09-04,2025-09-05,18.49,2025-09-08,19.9692,tp,8.0,92.8,82.44,3,2025,90-95
BOP,2025-09-09,2025-09-10,18.97,2025-09-11,18.2112,sl,-4.0,94.5,95.89,1,2025,90-95
BOP,2025-09-16,2025-09-17,21.71,2025-09-18,23.4468,tp,8.0,93.6,97.08,1,2025,90-95
BOP,2025-09-19,2025-09-22,26.24,2025-09-23,25.1904,sl,-4.0,96.8,182.37,1,2025,95-100
BOP,2025-10-01,2025-10-02,30.05,2025-10-03,32.454,tp,8.0,97.7,227.07,1,2025,95-100
BOP,2025-10-06,2025-10-07,35.12,2025-10-08,33.7152,sl,-4.0,98.9,282.45,1,2025,95-100
BOP,2025-10-14,2025-10-15,35.24,2025-10-20,38.0592,tp,8.0,98.4,262.39,5,2025,95-100
BOP,2025-10-22,2025-10-23,40.59,2025-10-24,38.9664,sl,-4.0,98.4,338.86,1,2025,95-100
BOP,2025-12-24,2025-12-26,39.15,2025-12-29,38.88,time,-0.6897,97.3,181.89,3,2025,95-100
BPL,2024-03-25,2024-03-26,25.99,2024-03-27,24.9504,sl,-4.0,80.7,6.18,1,2024,80-90
BPL,2024-04-03,2024-04-04,28.99,2024-04-09,31.3092,tp,8.0,83.3,12.28,5,2024,80-90
BPL,2024-04-18,2024-04-19,32.11,2024-04-23,30.8256,sl,-4.0,91.2,27.97,4,2024,90-95
BRR,2021-07-12,2021-07-13,16.8,2021-07-14,16.128,sl,-4.0,80.3,49.36,1,2021,80-90
BRR,2022-09-08,2022-09-12,11.4,2022-09-13,10.944,sl,-4.0,90.3,16.41,1,2022,90-95
BRRG,2025-10-13,2025-10-14,43.0,2025-10-15,46.44,tp,8.0,90.6,81.27,1,2025,90-95
BRRG,2025-10-16,2025-10-17,47.01,2025-10-20,45.1296,sl,-4.0,92.0,91.68,3,2025,90-95
BRRG,2025-10-21,2025-10-22,46.0,2025-10-23,44.16,sl,-4.0,89.0,74.5,1,2025,80-90
BUXL,2021-07-14,2021-07-15,78.12,2021-07-19,84.3696,tp,8.0,81.7,50.91,4,2021,80-90
BUXL,2021-08-04,2021-08-05,101.0,2021-08-06,109.08,tp,8.0,91.9,106.92,1,2021,90-95
BUXL,2022-02-04,2022-02-07,164.89,2022-02-08,158.2944,sl,-4.0,99.2,56.71,1,2022,95-100
BUXL,2022-04-19,2022-04-20,164.5,2022-04-21,157.92,sl,-4.0,98.7,70.89,1,2022,95-100
BUXL,2024-07-15,2024-07-18,156.94,2024-07-19,169.4952,tp,8.0,83.5,20.24,1,2024,80-90
BUXL,2024-07-25,2024-07-26,168.1,2024-07-29,181.548,tp,8.0,92.2,57.08,3,2024,90-95
BUXL,2024-08-01,2024-08-02,198.0,2024-08-05,190.08,sl,-4.0,93.5,76.86,3,2024,90-95
BUXL,2024-08-08,2024-08-09,216.99,2024-08-12,208.3104,sl,-4.0,94.3,92.53,3,2024,90-95
BUXL,2024-08-23,2024-08-26,190.49,2024-08-27,182.8704,sl,-4.0,93.4,72.26,1,2024,90-95
BUXL,2024-11-07,2024-11-08,199.0,2024-11-11,191.04,sl,-4.0,88.3,45.75,3,2024,80-90
BUXL,2024-11-28,2024-11-29,184.0,2024-12-09,198.72,tp,8.0,85.2,26.43,10,2024,80-90
BUXL,2025-06-24,2025-06-25,193.75,2025-06-27,186.0,sl,-4.0,80.3,25.05,2,2025,80-90
BUXL,2025-07-08,2025-07-09,220.0,2025-07-10,211.2,sl,-4.0,82.6,41.52,1,2025,80-90
BWCL,2023-02-09,2023-02-10,135.0,2023-02-23,137.74,time,2.0296,80.2,1.54,13,2023,80-90
BWCL,2023-02-24,2023-02-27,139.0,2023-03-06,133.44,sl,-4.0,87.6,9.12,7,2023,80-90
BWCL,2023-03-09,2023-03-10,136.5,2023-03-24,131.04,sl,-4.0,85.6,5.09,14,2023,80-90
BWCL,2023-04-28,2023-05-02,145.0,2023-05-12,139.2,sl,-4.0,87.7,11.08,10,2023,80-90
BWCL,2023-06-02,2023-06-05,157.0,2023-06-06,150.72,sl,-4.0,87.7,11.79,1,2023,80-90
BWCL,2023-07-03,2023-07-04,154.7,2023-07-05,148.512,sl,-4.0,85.8,11.1,1,2023,80-90
BWCL,2023-07-11,2023-07-12,151.0,2023-07-25,158.0,time,4.6358,82.2,6.43,13,2023,80-90
BWCL,2023-08-24,2023-08-25,158.05,2023-09-01,151.728,sl,-4.0,85.8,9.62,7,2023,80-90
BWCL,2023-10-19,2023-10-20,171.0,2023-11-02,174.6,time,2.1053,83.5,5.91,13,2023,80-90
BWCL,2024-12-02,2024-12-03,342.8,2024-12-04,370.224,tp,8.0,80.1,14.62,1,2024,80-90
BWCL,2024-12-05,2024-12-06,443.95,2024-12-09,426.192,sl,-4.0,89.5,44.34,3,2024,80-90
BWCL,2025-04-22,2025-04-23,427.0,2025-04-24,409.92,sl,-4.0,82.0,24.39,1,2025,80-90
BWCL,2025-09-23,2025-09-24,631.01,2025-10-07,646.3,time,2.4231,83.4,39.67,13,2025,80-90
BWHL,2023-08-10,2023-08-11,124.76,2023-08-16,134.7408,tp,8.0,97.1,52.18,5,2023,95-100
BWHL,2023-10-09,2023-10-10,162.5,2023-10-20,175.5,tp,8.0,99.6,110.97,10,2023,95-100
BWHL,2023-12-13,2023-12-14,195.0,2023-12-19,187.2,sl,-4.0,97.0,74.36,5,2023,95-100
CENI,2022-04-11,2022-04-12,25.9,2022-04-20,24.864,sl,-4.0,97.7,43.78,8,2022,95-100
CENI,2024-04-08,2024-04-09,26.0,2024-04-15,24.96,sl,-4.0,91.4,31.74,6,2024,90-95
CENI,2024-11-05,2024-11-06,33.0,2024-11-19,34.0,time,3.0303,81.8,12.59,13,2024,80-90
CENI,2024-11-20,2024-11-21,33.62,2024-11-22,36.3096,tp,8.0,84.9,27.73,1,2024,80-90
CENI,2024-12-06,2024-12-09,37.77,2024-12-11,36.2592,sl,-4.0,83.1,22.8,2,2024,80-90
CENI,2024-12-31,2025-01-01,38.0,2025-01-16,39.0,time,2.6316,80.1,14.66,15,2025,80-90
CENI,2025-01-22,2025-01-23,38.5,2025-02-06,38.5,time,0.0,81.0,14.2,14,2025,80-90
CENI,2025-02-11,2025-02-12,39.99,2025-02-17,43.1892,tp,8.0,80.2,11.37,5,2025,80-90
CENI,2025-02-20,2025-02-21,45.0,2025-03-06,45.16,time,0.3556,86.1,27.86,13,2025,80-90
CEPB,2021-01-15,2021-01-18,131.9,2021-01-19,126.624,sl,-4.0,93.0,80.78,1,2021,90-95
CEPB,2021-01-25,2021-01-26,129.05,2021-02-09,123.888,sl,-4.0,92.2,76.0,14,2021,90-95
CHBL,2025-07-17,2025-07-18,8.99,2025-07-21,9.7092,tp,8.0,84.8,44.74,3,2025,80-90
CHBL,2025-07-22,2025-07-23,11.7,2025-07-24,12.636,tp,8.0,94.3,111.77,1,2025,90-95
CHBL,2025-07-25,2025-07-28,16.0,2025-07-29,17.28,tp,8.0,97.1,182.82,1,2025,95-100
CHBL,2025-07-30,2025-07-31,20.89,2025-08-04,20.0544,sl,-4.0,98.3,277.57,4,2025,95-100
CHBL,2025-08-05,2025-08-06,24.0,2025-08-07,23.04,sl,-4.0,99.1,340.72,1,2025,95-100
CHBL,2025-08-08,2025-08-11,25.0,2025-08-12,24.0,sl,-4.0,99.1,393.71,1,2025,95-100
CHBL,2025-09-12,2025-09-15,26.0,2025-09-16,24.96,sl,-4.0,98.1,246.02,1,2025,95-100
CHCC,2021-01-25,2021-01-26,144.9,2021-01-27,156.492,tp,8.0,90.4,67.44,1,2021,90-95
CHCC,2021-01-28,2021-01-29,159.5,2021-02-03,172.26,tp,8.0,90.5,72.22,5,2021,90-95
CHCC,2021-02-10,2021-02-11,181.4,2021-02-22,174.144,sl,-4.0,94.3,109.17,11,2021,90-95
CHCC,2021-03-03,2021-03-04,172.65,2021-03-08,165.744,sl,-4.0,92.6,91.44,4,2021,90-95
CHCC,2021-05-17,2021-05-18,173.94,2021-05-28,187.8552,tp,8.0,83.1,37.63,10,2021,80-90
CHCC,2022-10-10,2022-10-11,125.75,2022-10-17,120.72,sl,-4.0,85.8,7.16,6,2022,80-90
CHCC,2022-10-19,2022-10-20,126.4,2022-10-21,121.344,sl,-4.0,88.3,11.88,1,2022,80-90
CHCC,2022-11-02,2022-11-03,128.5,2022-11-17,124.32,time,-3.2529,85.9,9.83,14,2022,80-90
CHCC,2023-03-09,2023-03-10,121.0,2023-03-13,116.16,sl,-4.0,84.7,4.05,3,2023,80-90
CHCC,2023-05-03,2023-05-04,124.0,2023-05-05,119.04,sl,-4.0,83.2,4.11,1,2023,80-90
CHCC,2023-05-26,2023-05-29,120.95,2023-06-09,121.36,time,0.339,86.3,10.07,11,2023,80-90
CHCC,2023-06-14,2023-06-15,121.75,2023-06-19,116.88,sl,-4.0,89.3,18.9,4,2023,80-90
CHCC,2023-06-26,2023-06-27,122.5,2023-07-04,132.3,tp,8.0,89.8,15.52,7,2023,80-90
CHCC,2023-07-06,2023-07-07,133.0,2023-07-18,127.68,sl,-4.0,94.3,21.87,11,2023,90-95
CHCC,2023-08-09,2023-08-10,135.5,2023-08-17,130.08,sl,-4.0,94.6,19.0,7,2023,90-95
CHCC,2023-10-05,2023-10-06,137.0,2023-10-09,131.52,sl,-4.0,80.4,2.47,3,2023,80-90
CHCC,2024-10-29,2024-10-30,265.0,2024-10-31,254.4,sl,-4.0,83.9,25.27,1,2024,80-90
CHCC,2024-12-02,2024-12-03,304.9,2024-12-04,292.704,sl,-4.0,87.3,34.31,1,2024,80-90
CLCPS,2025-06-16,2025-06-17,3.2,2025-06-18,3.072,sl,-4.0,89.1,57.73,1,2025,80-90
CLCPS,2025-07-25,2025-07-28,4.72,2025-07-29,5.0976,tp,8.0,88.8,65.11,1,2025,80-90
CLOV,2023-11-29,2023-11-30,26.7,2023-12-01,25.632,sl,-4.0,88.0,16.84,1,2023,80-90
CLOV,2023-12-07,2023-12-08,29.48,2023-12-11,28.3008,sl,-4.0,91.7,31.12,3,2023,90-95
CLOV,2023-12-13,2023-12-14,29.0,2023-12-15,31.32,tp,8.0,91.4,31.08,1,2023,90-95
CLOV,2024-03-21,2024-03-22,33.99,2024-03-25,36.7092,tp,8.0,94.7,60.37,3,2024,90-95
CLOV,2024-04-15,2024-04-16,40.0,2024-04-17,38.4,sl,-4.0,96.4,83.67,1,2024,95-100
CLOV,2024-04-26,2024-04-29,41.48,2024-04-30,39.8208,sl,-4.0,96.1,85.61,1,2024,95-100
CLOV,2024-05-07,2024-05-08,45.95,2024-05-09,49.626,tp,8.0,96.9,109.02,1,2024,95-100
CLOV,2024-05-23,2024-05-24,52.26,2024-05-27,50.1696,sl,-4.0,98.4,145.11,3,2024,95-100
CLOV,2025-01-06,2025-01-07,58.49,2025-01-08,56.1504,sl,-4.0,84.7,21.78,1,2025,80-90
CLVL,2021-02-22,2021-02-23,17.9,2021-02-25,17.184,sl,-4.0,94.0,98.86,2,2021,90-95
CLVL,2021-06-02,2021-06-03,27.75,2021-06-04,26.64,sl,-4.0,96.0,148.72,1,2021,95-100
CLVL,2021-06-29,2021-06-30,24.5,2021-07-01,26.46,tp,8.0,96.0,144.61,1,2021,95-100
CLVL,2021-07-02,2021-07-05,30.0,2021-07-06,28.8,sl,-4.0,96.0,157.02,1,2021,95-100
CLVL,2024-05-07,2024-05-08,11.2,2024-05-09,12.096,tp,8.0,89.9,25.23,1,2024,80-90
CLVL,2024-12-02,2024-12-03,15.86,2024-12-04,15.2256,sl,-4.0,90.9,53.87,1,2024,90-95
CLVL,2024-12-06,2024-12-09,15.55,2024-12-10,14.928,sl,-4.0,87.4,37.16,1,2024,80-90
CLVL,2024-12-17,2024-12-18,17.49,2024-12-19,16.7904,sl,-4.0,91.0,57.32,1,2024,90-95
CLVL,2025-05-29,2025-05-30,17.99,2025-06-02,17.2704,sl,-4.0,81.7,24.57,3,2025,80-90
CLVL,2025-06-03,2025-06-04,20.38,2025-06-05,19.5648,sl,-4.0,86.4,37.23,1,2025,80-90
CLVL,2025-06-27,2025-06-30,19.08,2025-07-01,18.3168,sl,-4.0,88.3,56.1,1,2025,80-90
CNERGY,2024-12-30,2024-12-31,7.56,2025-01-03,7.2576,sl,-4.0,81.3,14.94,3,2024,80-90
CNERGY,2025-01-23,2025-01-24,7.93,2025-01-27,7.6128,sl,-4.0,88.5,36.95,3,2025,80-90
CNERGY,2025-03-20,2025-03-21,8.3,2025-03-24,7.968,sl,-4.0,86.2,23.65,3,2025,80-90
