symbol,start,end,outcome,breakout_idx,close_at_breakout,ema_at_breakout,price_above_ema,ema_rising,ema_slope_pct,raw_pct_move,sma_at_breakout,passes_sma,passes_ema
ENGRO,1280,1360,up,1381,137.5634,137.98116734153766,False,False,-0.5226262082084537,16.47742059297749,142.847498,False,False
ENGRO,1320,1400,up,1405,141.0312,137.64973003240536,True,False,-0.172847496544714,18.74826279575016,141.619955,False,True
ENGRO,1880,1960,up,1961,99.16,97.3001910092217,True,False,-0.8843378565001472,41.23638563937073,98.94595,True,True
ENGRO,4200,4280,down,4284,253.68,274.24046789687986,False,False,-1.171785122152145,8.155944497004098,273.10630000000003,True,True
EPCLPS,280,360,up,364,12.0,12.052510203279924,False,False,-0.1221990115437472,-8.166666666666671,12.01505,False,False
EPQL,960,1040,up,1053,16.8362,17.78670063824557,False,False,-1.69690093355514,-17.579976479253045,18.1371805,False,False
EPQL,2040,2120,down,2123,17.4892,17.802603473014607,False,True,0.3520745625283885,3.3815154495345707,18.130467,True,True
EXIDE,4120,4200,up,4221,857.18,785.3187823203298,True,True,1.52259940958427,-21.571898551062784,822.4252,True,True
EXIDE,4160,4240,down,4242,832.81,801.0789096361538,True,True,1.924540947495771,24.28885339993516,820.8583500000001,False,False
FABL,600,680,down,681,73.0,71.01124272600808,True,True,1.1139392123822174,11.917808219178086,69.77074999999999,False,False
FASM,120,200,down,201,34.3,64.83557571223487,False,,,8.921282798833815,64.7696,True,True
FASM,360,440,up,441,47.99,43.81476717957203,True,True,1.364234336134937,46.48885184413418,38.8899,True,True
FATIMA,1240,1320,up,1323,40.68,35.97917149756641,True,True,1.970390395037584,12.733529990167158,35.5782,True,True
FATIMA,2080,2160,down,2161,34.43,33.70014861890624,True,True,1.0868230490172346,5.605576532094103,32.9131,False,False
FCCL,2520,2600,up,2612,36.72,32.18938929400548,True,True,1.8963147022620688,3.022875816993462,32.843,True,True
FCCL,5080,5160,down,5167,56.16,51.51964086132876,True,True,2.8226842321943457,13.746438746438749,51.9429,False,False
FCEPL,720,800,up,808,99.36,103.40469018452414,False,False,-1.34603471903292,35.78904991948469,104.7358,False,False
FCEPL,1000,1080,down,1093,139.44,146.22709743531328,False,True,0.2780715971606349,-8.534136546184744,149.97435,True,True
FCEPL,2920,3000,up,3004,59.23,63.41200458821601,False,False,-2.259400028418874,38.22387303731219,62.30045,False,False
FECTC,3520,3600,up,3606,35.35,30.08885221414245,True,True,3.313622193588838,-12.729844413012728,28.167199999999998,True,True
FECTC,4240,4320,down,4323,30.0,32.536974504895,False,True,0.1874940810771791,-6.666666666666667,32.785,True,True
FFC,360,440,up,445,59.1387,61.94962264487791,False,False,-1.070199378152,-5.29399530256837,62.6048285,False,False
FFC,400,480,down,481,57.0515,60.87109753216289,False,False,-0.9623033581930072,4.399007913902343,60.851040499999996,True,True
FFC,2760,2840,down,2843,110.07,115.75349447659126,False,False,-0.714868091051104,4.669755610066309,113.00139999999999,True,True
FFC,3520,3600,up,3603,95.68,95.70277019550602,False,False,-0.7370656344413238,6.051421404682265,97.94834999999999,False,False
FFC,4880,4960,down,4961,374.09,301.8650349704551,True,True,6.989283555342926,-4.89721724718652,281.5443,False,False
FLYNG,160,240,down,241,11.8,14.143915617932524,False,False,-2.861215209661025,53.38983050847458,14.20025,True,True
FLYNG,1320,1400,down,1401,3.41,3.406264851077273,True,True,1.6823211359837875,-29.61876832844574,3.51315,True,False
FLYNG,3680,3760,down,3761,6.66,8.47741595293201,False,False,-3.1809350272047627,12.462462462462463,7.97645,True,True
